x,y,token
18.746807,-8.619072,آرتان
-24.622612,32.14479,بشدت
-26.257338,23.226736,کیفیتی
21.29542,43.93037,میباشد
-25.090368,23.518637,کیفیت
-21.211582,26.005163,بالایی
19.681927,49.134537,نداره
-20.683714,29.848265,بدک
-33.732166,20.449501,قیمتشم
-20.166842,31.754234,نظرم
-17.327763,43.63027,همون
0.707405,46.474102,۱۲
-21.866295,25.843472,کارایی
26.009571,26.192568,دارن
-42.5373,22.771727,دوخت
-30.053873,34.483112,هاش
-35.680843,23.499493,ضخیمه
-14.676057,6.3439302,کیفه
5.484785,30.296824,میگیرید
-29.376396,23.969786,ساخت
-21.912756,47.15737,سریع
33.60415,25.577984,اگه
32.499516,23.047659,براتون
26.438528,22.125515,شک
28.752449,25.065516,نکنید
19.294815,35.605038,دیجی
-25.284513,29.170584,وسیله
4.3867326,17.73553,مفیدی
25.139858,49.91109,هست
-15.846269,28.735289,ارزش
31.098377,18.62658,خرید
-10.704508,43.49116,وقت
-32.424416,33.101017,کاور
-32.461422,33.12424,محافظ
-10.048583,41.39353,میام
19.842276,35.041775,کالا
35.802544,42.608986,صفحه
23.444843,38.1863,اینها
-21.517843,35.94103,بدرد
-34.903316,26.766008,محافظت
-23.496449,-20.049248,نمیخورن
22.946371,40.633896,صرفا
-29.03374,22.508202,زیبایی
26.211853,26.3372,هستن
-9.986228,-40.21027,برچسبها
-14.753549,38.538662,دیگه
-12.259075,45.427605,درست
22.140127,33.06038,گروه
25.22696,29.802637,تجربه
-34.83349,21.212944,ی
-46.121094,12.330474,صورتی
-26.858757,43.672882,باشه
-36.712444,26.206741,نازک
-32.793087,34.619442,میچسبه
-33.030125,27.539537,جاهاش
-42.923412,32.644257,هوا
-32.001347,34.894768,میگیره
-50.258102,14.532901,ناخن
-32.7736,36.07061,خط
-31.406258,36.572765,میوفته
-29.606623,38.98148,ریختن
8.514637,38.808968,پول
-23.485733,37.09458,سطل
-26.1863,22.016798,خوش
-32.62445,-30.262564,دستِ
10.010804,38.01779,حیف
-20.172314,37.957905,ک
-46.68392,12.650314,رنگش
12.127018,36.781048,اشتباه
-46.280075,12.325768,مشکی
-9.761535,43.44174,میخواستم
-28.514889,22.412127,زیبا
-15.159321,27.4956,توجه
-14.978008,29.303797,میرزه
9.896414,24.547499,شخصیت
2.0791278,20.604828,محبوب
42.792397,29.4779,بازی
36.03527,4.667916,رایانه
-19.863585,-10.222077,کاپو
-19.227016,29.321306,عالیه
-36.61957,36.622,راحت
18.54592,51.098633,ایراد
-38.313164,31.570524,ریز
-40.78544,38.05076,لاستیک
-33.511017,25.041718,بالاش
-22.95603,34.84007,میخوره
-31.14229,32.911594,خورده
-40.42113,31.622581,له
1.6237503,46.168755,بیست
28.300488,24.863354,نکید
29.072899,38.49596,اختلاف
19.60596,35.54586,دیجیکالا
7.7954698,41.83405,چیه
7.8245077,42.20286,؟
-25.56356,29.345152,ابزار
-41.05893,38.638195,ماشین
9.446241,39.145954,هزینه
-24.635181,25.071367,کاربردیه
-29.32651,24.068129,ساخته
-38.181965,21.821594,اندازه
21.43386,27.871016,تصمیم
-8.23254,40.593792,دارم
-24.74544,28.724663,منزل
-49.429096,2.8460052,دم
-42.986343,21.92518,دست
-20.588272,42.014076,کلا
-18.888208,26.099396,خوبیه
11.9477415,41.72407,میکنم
-18.044273,29.006899,کلام
-3.2871823,29.714548,حرف
42.81824,38.72098,سامسونگ
32.048454,37.836304,بهتره
-0.94918734,19.36109,محصوله
-21.528765,35.94044,درد
-22.948132,34.813538,بخوره
-28.125374,21.35695,ساده
-28.520826,22.398163,شیک
-36.06426,16.067188,دوختشم
38.13068,35.17276,مانیتور
0.19717161,47.168575,۳
-6.552231,39.739193,سال
-7.746243,37.48983,ازش
40.17938,29.261612,سخت
-14.858389,41.14677,میکشم
4.275206,44.08888,همینو
-40.251083,0.16445561,عمیق
-27.21188,19.421179,بودنش
-34.470646,35.398926,داخلش
-22.631033,38.059452,افتضاحه
-50.844807,17.735321,قطره
-29.809616,39.08334,میریزه
-42.973507,32.649666,گاز
-44.185665,-13.229758,سالهاست
-5.244435,-16.355848,ادکلنو
29.931076,34.404636,سری
8.183941,-45.164734,اخری
-52.826572,-2.0554593,ماندگاری
-53.16114,-1.9625674,بوی
-21.070608,26.207043,ضعیفی
47.32268,20.689396,راضی
-12.444968,34.66559,نیستم
-11.05458,47.60088,اگ
17.747038,38.585945,اطلاع
8.391872,42.15477,چجوری
-8.454957,44.24253,میتونم
10.483431,32.07774,برگردونم
11.20862,43.988766,لطفا
9.107537,42.45014,راهنماییم
-27.59963,44.13809,کنه
-13.874408,41.987038,نکردم
5.029281,44.987167,ارزون
31.92281,38.94083,تر
20.456394,35.36574,فروش
31.72954,23.97104,کارتون
-26.235481,43.016495,بیاد
14.837996,-29.662052,رمانی
-40.34927,28.827593,تابه
22.14519,27.805683,خوندم
9.982481,25.066345,داستان
27.245358,36.73621,اصلی
10.335311,-26.141006,رمی
19.956518,46.08311,همراه
36.822014,21.49929,میشید
48.675255,19.970259,خوشحال
-17.385944,43.63157,اون
-3.7188613,12.411806,ناراحتی
48.708977,19.958054,ناراحت
6.3685203,21.83425,مهیج
-6.7438183,38.593872,وقته
46.948505,21.299612,دنبال
3.3272176,54.134842,پاوربانک
-44.32472,35.24194,قدرت
-21.228518,25.963829,مناسبی
3.49574,54.319866,پاور
3.5079427,54.30122,بانک
42.367744,37.469,A
-18.89562,48.081608,چراغش
-19.925508,49.644585,خاموش
20.635918,29.14401,بنا
-9.247015,48.46124,مرتبه
20.374792,41.621063,بشود
19.294092,25.221308,نظری
27.05132,23.245567,نگاه
-5.1329646,1.6613317,تفریحی
26.979027,22.956131,حساب
-25.965961,42.84342,میاد
26.694225,27.483278,بقیه
-31.67501,27.810865,لولا
-21.902468,47.12907,زود
-30.564983,36.509644,بشکنه
3.904105,15.233839,عموم
26.093346,41.67275,ها
30.299488,0.019116092,پوشه
-22.668016,54.87605,امتحان
33.1536,25.410322,کنین
-41.93715,19.059063,جنسش
-32.754692,36.419086,ضربه
-14.277399,-24.500048,مقاومتر
-14.979646,41.75826,میشد
42.703125,39.776993,گوشیو
-17.616692,-19.008965,شیکتر
26.415716,45.35296,نشون
10.366823,48.539062,میده
40.179474,29.246582,نرم
-35.6495,24.902262,نازکه
-40.969772,22.27533,قالب
42.608543,39.36746,گوشیه
-23.272429,9.352628,دربرابر
-25.13496,46.84868,نمیکنه
28.863108,18.820435,انتخابه
4.9673567,34.60315,اشتباهه
22.025425,30.185953,سلام
22.222132,30.884605,بنده
-47.115093,9.215594,کاش
23.84189,36.519707,شرکت
10.48759,29.210947,بزاره
-8.643097,44.794006,بازم
8.582817,45.167385,میخرم
17.860212,34.11579,تاسف
25.149153,49.912464,هستش
20.19204,36.5548,سایت
28.194365,35.13155,معتبر
20.39138,35.11039,کالای
18.432611,32.87482,سایتش
27.522306,-29.618214,قرارداده
19.562172,34.923393,محصولی
15.116957,41.264942,بدست
14.206464,46.41172,اولا
36.250843,39.69111,زوم
-17.686554,16.407276,چراغها
4.948105,53.904583,باطری
-19.902563,49.635124,روشن
-14.4983425,42.097607,نمیشد
2.728699,55.58068,کابل
-22.352983,45.535988,باهاش
-13.684,40.35858,کلنجار
-10.530935,43.234737,رفتم
29.972221,39.28954,پایین
-12.194775,32.768063,خوشم
-16.879719,42.081432,اومد
27.80248,19.55887,گزینه
27.7502,19.644701,انتخاب
34.35039,43.10199,بک
-6.579048,39.488773,ماهه
-6.9292355,-3.404421,اسنفاده
-26.257627,2.6838918,واصلا
-42.311333,-8.08492,نمیریزه
-26.037783,38.88238,حواست
-26.814663,43.57134,نباشه
-24.891972,40.93334,بزنی
-30.812717,36.183735,بهش
-54.777016,14.364927,پاک
-53.18708,11.357002,ارایش
-49.427036,17.055635,کن
-43.339924,32.07423,اب
-23.858614,49.66119,صورت
10.394412,-45.63509,nan
-23.811579,28.989353,عنوان
-10.818135,34.060555,هدیه
-15.036888,35.98793,واسه
9.896442,-8.907248,استادم
48.17232,18.343636,شرمنده
37.185978,21.35258,شدم
-9.820464,43.387226,خواستم
15.940732,39.248444,پسش
11.694125,39.814552,بدم
13.242006,11.754887,ایراداتی
7.486423,34.997055,میگید
24.873928,-11.029862,ماهیت
-17.836048,12.050575,خیالتون
33.95881,23.776754,دارید
11.195063,39.0658,میدید
-35.987537,27.640163,فلز
31.8258,22.989159,میخرید
-9.523203,38.233875,خودم
-6.573635,37.924706,تبلتو
-15.677273,43.823727,خورد
-33.185818,35.095463,زمین
-22.01983,39.021183,هیچی
-14.480448,42.24778,نشد
43.08185,26.887398,gta
43.328724,25.353546,میاره
40.331596,33.12375,حافظه
42.954,8.035542,داخلیش
40.36911,33.072422,گیگ
1.4835907,54.39377,دیتا
-34.388763,35.558846,توش
-29.66241,39.003654,ریخت
19.027523,33.084183,لطف
41.18945,33.53195,پردازنده
41.3532,33.244617,هسته
-44.21287,12.317181,ایش
7.3366065,41.182446,چی
-23.383284,40.251884,بدی
36.816944,40.026146,دوربین
35.41472,40.143208,سلفیش
36.050842,40.03341,مگاپیکسل
-5.2990746,58.908142,واضح
25.96172,24.274149,اهمیت
-12.490547,43.915672,برام
-14.609932,46.631756,یکبار
-42.708664,38.617805,مصرف
-12.377609,34.676838,بودم
42.007908,29.019054,سنگین
28.97347,33.936863,ترین
-36.435307,32.331154,پیچ
-19.995422,3.145588,بوکس
-2.7094266,60.668697,بستم
33.656376,34.199123,قوی
-5.885477,-7.2060266,عددیه
-6.038709,45.48433,امروز
-7.692556,46.556637,دستم
11.66879,1.4239395,میدونی
-23.44319,28.019995,اداری
-10.447538,31.72149,دانشگاه
25.095346,24.601025,میرن
-26.131334,28.099556,کوه
7.2748384,35.918373,اینا
-30.46798,31.466,گذاشتن
-1.1387582,23.88878,دفتر
0.765789,-38.484554,فوقلاده
-36.60791,36.870686,راحته
-56.561577,2.8866389,دوستش
-8.105977,41.650352,داشتم
-8.1522255,-36.15612,نقلی
-10.200864,-18.799536,جمو
-24.802084,24.927551,جور
-23.781246,-11.869237,حسو
-29.296497,22.041521,قشنگی
-23.513096,39.707165,آدم
-15.530512,45.46125,اولش
25.63602,29.619106,بگم
-53.08028,-2.0952783,عطر
-40.645473,16.963476,خیلی
-47.371098,8.93697,سلیقه
-31.187101,0.6102286,بارداری
-10.187886,49.56903,زمانی
-52.137688,-2.093293,بویی
-16.66026,40.966488,نمیومد
-53.037647,-1.9965763,بو
-29.489367,-34.37883,آزاردهنده
-8.842788,38.823093,الان
15.398768,32.815117,تکرار
-7.419288,6.526054,همکارام
-42.038834,34.213596,محیط
48.234955,20.345615,عاشق
-29.97348,44.880695,میشن
-10.517498,34.760807,همسرم
48.38651,20.408613,خسته
12.383142,-19.5668,نمیشیم
-56.55616,2.8323197,دوست
23.229187,18.818436,داشتنی
-48.10819,13.309802,رژ
-36.239433,-12.6294985,لبها
-42.07166,9.764102,کالباسی
15.430601,46.782906,نوشته
32.417957,25.860064,بزنید
-32.719826,26.940247,جلویی
0.23000175,47.106396,۵
-37.57375,22.50304,سانت
-24.86217,-1.7073401,فابریکش
-8.426379,17.614431,کوچکتری
-13.480427,43.803265,دوتا
-41.107384,23.657175,کش
-34.736378,34.211628,فیکس
-36.090523,33.622665,تعبیه
-4.095764,32.308186,میکردن
-27.471148,50.264988,رفع
18.394028,51.158722,مشکل
15.691239,16.442707,چگونگی
-23.246038,47.090286,نگهداری
-49.758186,4.254789,پیاز
-52.390392,15.559158,باقی
-20.145565,16.34469,مانده
-53.836914,14.412962,جذب
-46.75736,6.2603893,آلودگی
14.937516,24.80559,انتشار
-44.545795,4.2928314,یخچال
-12.903886,14.264567,پرکاربرد
-20.742178,27.74171,متوسط
-20.802216,27.66529,نسبتا
-16.919933,42.06145,نیومد
10.401009,21.871515,فلسفه
-43.353367,32.074997,آب
46.006382,32.051094,تاب
15.79122,7.9830933,چیزها
11.558792,-7.079637,ندونه
-25.95033,10.919101,راحتتر
9.868729,24.7131,زندگی
-0.3400332,35.650986,يك
2.9506502,33.28276,مزخرف
-1.7462602,38.472557,یادمه
-5.9375014,36.808014,قبلا
-7.068888,25.324907,سایپا
15.611019,20.667768,شعار
-21.646757,41.12906,اونم
48.6704,20.689837,مطمئن
9.758722,41.101032,کدوم
28.514732,38.758347,منطقی
-2.1314766,44.34277,اینو
8.223923,41.13888,میگه
-19.520557,32.8389,مثله
-23.790218,-12.773516,حلب
-25.393433,40.653954,میمونه
20.702274,35.223354,مردم
-16.00469,7.4003057,برایه
11.95176,18.85348,اقل
-6.542295,39.834675,روزه
-29.279194,-4.5644236,روزای
17.391785,2.412543,ازون
29.25996,38.886864,گران
-25.732086,44.372944,میخواد
33.21459,32.883068,مثال
-26.851908,42.895008,بزنه
7.2078056,4.9818573,جنسشو
7.8036475,35.206806,برو
7.583615,34.917614,ببین
7.1609426,41.155254,چقدر
25.52862,38.66861,گذاشته
31.827229,25.809977,بیارید
-4.457374,8.058406,پاین
-26.75998,43.021267,بره
-50.315224,1.5013644,خوشمزه
41.970478,38.578617,الجی
-5.940367,48.300434,نکرده
39.7392,34.02854,G
18.224947,-40.043514,پرچمدارش
22.432264,34.747326,معرفی
8.059541,4.2771273,مانور
13.351075,38.15848,نداده
-3.8964462,39.92699,امسال
31.423172,35.96882,رقبای
-1.4836484,-8.540996,سرسختی
44.511017,36.58604,اس
42.180416,38.694332,سونی
34.324436,11.890798,اکسپریا
44.58462,29.411213,ایکس
-15.44586,43.709915,زد
35.122005,12.484068,پریمیوم
40.343864,13.150847,هردو
33.07669,35.710255,اسنپ
33.03666,35.775826,دراگون
39.48869,31.60403,نسخه
24.62648,36.37008,ایران
-3.4690032,46.508286,میرسه
-21.749475,25.278194,چندان
-3.177012,29.564714,تفاوتی
41.724686,38.64769,پرچمدار
9.231504,31.251528,خودشو
33.09948,35.736637,اسنپدراگون
2.5107322,-13.651246,اراعه
-3.8461342,44.736416,تعجب
17.890402,8.7226095,مطمعنا
41.107525,34.50015,V
9.40719,24.665382,یاد
13.084757,-1.8983313,نبرده
41.089596,33.562607,نسل
40.916466,37.249878,LG
10.176749,30.292583,مارو
13.700583,47.027172,زده
-21.440233,43.74925,اخر
45.26296,36.44846,جی
33.55956,34.09821,قدرتمند
-12.855291,14.432707,وکاربردی
28.103155,38.076,رقابتی
-51.71559,12.271117,شدید
47.41209,20.487846,منتظر
1.6268995,6.374561,شگفتی
38.680016,28.195877,افزار
-29.002695,22.832872,طراحی
-22.813726,49.364147,بعدی
-54.33874,10.988877,خاصیت
-46.50693,12.487044,سفید
-55.332607,10.315775,کنندگی
10.500307,5.462603,بازارو
24.947443,27.846132,گفتن
-10.293415,10.689134,بیسته
-19.765654,30.189238,کمه
-15.4410095,13.754087,روونه
1.9828213,53.50264,سریعتر
-24.048746,40.14097,دستتون
-35.8332,38.128513,حرکت
-36.12797,24.178478,کلفت
23.930672,28.592337,نوشتن
33.152164,25.390017,میتونید
-32.776215,27.720951,برعکس
-7.8148117,1.7563558,بگیریدش
-0.28427085,47.375866,تقریبا
-31.223185,22.582628,مشکلش
-27.724043,44.15961,بشه
28.363998,33.344982,اکثر
24.626406,34.403378,محصولات
-8.250937,-2.5732162,مهرام
-34.96846,14.387723,خیلیی
-25.894823,42.824448,نمیاد
23.7584,37.318283,سازنده
19.262514,28.067347,تبریک
-37.48267,22.544529,سانتی
-41.70438,22.2816,دوخته
-20.744196,-1.4189773,چقدرم
-36.933296,25.681871,ظریف
-15.041865,35.993317,برا
10.830154,34.70452,ملت
33.148125,24.529753,فرض
6.7560005,41.86921,کردین
-12.638914,49.58697,ساعت
24.965591,25.738409,میخوان
40.5021,38.794205,هوشمند
24.966784,25.652943,بخرن
12.450243,15.607005,چیزهایی
22.31757,28.109392,نظرات
47.317463,20.219946,خونده
-18.350626,28.698517,عالی
-18.30449,28.782095,العادست
-42.32,17.228443,قشنگ
-42.237865,17.42192,زیباست
29.877804,40.10481,بالای
-37.4477,34.33816,طبقه
-34.84889,39.16367,ضعیف
-34.269066,30.694483,هرز
21.14713,43.9908,میشود
7.54318,38.252453,نخرید
-43.354652,26.876852,بچه
-9.547623,43.63121,میخوام
-9.863758,44.44949,بخرم
21.60357,26.63854,راجب
35.707962,42.78512,تاچ
12.629379,2.3139517,چطوریه
8.034805,42.012363,نمیدونم
8.55256,42.254673,میدونه
35.773724,42.77361,تاچش
27.047428,12.287706,جزئیات
10.3261385,48.453228,بده
-40.9153,10.108558,سبزشو
-49.25837,12.935142,چشم
-51.769207,17.52666,اذیت
-42.519287,23.134428,پارچه
-42.004063,19.04615,دوختش
-36.2527,41.92629,بند
19.592209,49.083157,نداشت
-15.67862,10.568566,دوشی
20.157873,46.399906,جداگانه
-18.572285,41.764896,براش
-53.013313,-1.999407,بوش
-51.25471,-2.0575264,تنده
-51.301277,16.6244,کثیف
-16.830278,35.27705,انتظارشو
21.85869,30.336924,عزیز
20.247877,34.69653,کالاها
-6.4952335,42.671326,چندین
-38.717342,14.379498,رنگبندی
-24.434834,50.03324,قرار
20.56693,35.271053,مشتری
-25.588957,44.60795,بخواد
8.082611,40.205948,بخره
49.076797,20.276552,مجبور
45.02446,36.22696,لینک
-0.6845117,50.491756,تک
42.141647,24.1218,هارو
21.337177,34.22566,خریداران
-27.443737,43.15551,بکنه
28.71888,35.736748,برند
-48.383686,13.379328,لاک
6.4911613,36.79619,انقدر
-36.62447,16.819584,سوتین
-10.764945,-21.59149,شیردهی
-38.8576,21.33203,سایز
-38.687836,21.244093,بزرگتر
-18.649807,50.584328,چراغ
-19.256655,22.738302,نورپردازی
-18.468996,51.135784,نورش
-5.6549907,59.09311,شفاف
-19.726105,30.17619,زیاده
-19.556824,-16.77936,برشش
-35.947014,27.750141,بدنه
-29.735922,36.546394,جوری
-25.788485,17.60579,متحرک
34.93887,39.12172,سوژه
-18.507765,51.18792,نور
32.62661,27.158327,بدید
22.292772,31.081514,خریداری
-17.835958,32.216457,چیزش
-38.75614,19.617527,مدیوم
-36.698555,18.24346,لارژ
17.051464,38.28185,ارسال
28.98201,36.784786,مشابه
34.05474,41.57082,قابلیت
13.634214,40.194427,دهید
-8.12568,39.17102,دستمه
-36.549835,34.05058,فاصله
-0.46239296,41.161938,ونیم
0.91928536,46.773994,متری
-14.9950485,43.859734,افتاده
-34.988132,21.189781,ش
-26.732645,-8.86347,وخش
18.262928,51.881138,مشکلی
-5.925776,48.298862,نیومده
-26.81779,33.437866,ذره
39.598522,34.017548,ساپورت
36.83501,40.219753,دوربینش
-11.524717,-18.875118,خوشگلم
-12.346747,34.648796,ام
-8.723046,39.22479,چن
6.9269433,36.2572,والا
-18.253574,47.20229,روشنش
33.42269,9.867215,light
-55.10225,13.337081,پوستم
-46.62496,12.587784,تیره
-19.467976,32.91505,هس
-20.166061,37.938843,ب
-47.1841,13.566971,مات
-54.755615,13.048221,صورتم
-28.914576,31.683468,جعبه
-39.96069,13.054465,عکسا
-1.6092257,30.752674,توصیه
-37.837788,40.17793,خواب
-2.4069383,57.74772,هدست
-2.786652,58.48034,صدای
-20.303324,26.431467,خوبیم
-2.8549693,58.46513,صداش
-25.157955,41.129036,میره
16.532011,47.009323,برخلاف
1.5575008,55.927402,سیم
1.1227775,56.799328,اتصال
0.21486302,55.82595,جک
37.359932,3.9212413,میلیمتری
36.954266,31.947231,طریق
2.5485623,55.98404,usb
0.9134587,56.966927,وصل
39.330395,32.845566,فلش
40.160027,32.44193,سرعت
36.7989,28.450272,رایت
37.435276,1.3885113,مگابایته
9.22603,23.467222,خوندنش
40.172913,32.480717,مگابایت
-17.665869,27.370329,فوقالعاده
-43.324482,15.830247,س
38.09711,-5.6274247,پورتها
19.17408,44.145424,نمی
-17.42481,14.58857,تونن
-22.976547,26.254301,مخصوصا
2.7016962,56.198948,یو
-38.406376,21.747334,کوچیکه
-34.13266,-21.702877,بسرعت
5.774208,1.4523515,گمش
16.390318,35.41165,زحمت
-22.208073,-11.94616,آویزونش
4.977861,22.80818,کارا
-25.842762,45.2018,میتونه
21.01476,51.24512,نقطه
21.01946,51.239082,قوت
40.203983,32.460007,سرعتش
28.453417,28.867743,امیدوارم
44.3235,9.783763,گیگش
-25.073246,18.293001,همینطور
22.566456,28.43569,دوستان
12.2021055,39.064247,دادید
27.74137,43.452473,شماره
-51.66879,10.430144,پنکیک
28.872938,-1.8495189,نمیخونه
-52.457424,11.710098,ترمیم
-13.646443,27.348377,صرفه
-17.349026,30.735771,خدایی
-3.6293674,40.377678,برج
0.20787024,47.123665,۴
-3.879471,40.73405,۹۷
3.139333,44.41114,ملیون
1.986118,40.897655,هشتصد
3.7141888,45.990437,دلار
0.10153418,46.917816,۸
3.5967,46.23711,تومن
8.222205,42.13226,چطور
4.96313,-12.275245,سده
-0.64098924,44.809658,۲۴
-16.471657,45.490723,موقع
-7.962291,-8.880892,استفتده
-2.9292333,13.5744705,عال
36.164066,34.493164,برد
28.773176,35.725475,برندهای
28.611908,35.485832,خارجی
30.563452,35.074337,برابری
-41.944008,14.22772,عکس
30.3604,38.591022,بهتری
6.7389574,24.751532,میکردند
23.0965,43.27144,نشان
11.723061,39.878693,دادم
-33.854073,33.139595,لبه
-42.947857,18.579653,طرح
24.494297,35.680767,چینی
1.7896365,22.879179,زرین
21.455513,33.576954,اطمینان
16.127241,39.1262,سفارش
-11.973544,8.20051,پسندید
17.111944,43.725616,اینجاست
24.842417,34.561264,ایرانی
1.9614455,22.5207,افتخار
22.637674,34.954098,عرضه
-6.0333066,45.469738,دیروز
8.577582,38.83835,پولی
11.142949,39.043404,میدی
23.250372,29.151611,نکته
9.320655,42.378036,سوال
-10.302127,43.08133,دیدم
-50.315197,21.991365,ریش
-50.26797,22.038443,تراش
-54.431606,13.63167,مو
-9.397541,43.29557,گفتم
-22.653282,54.88542,تست
25.264505,25.333817,باشن
7.4996185,41.93833,اخه
-0.82131857,-13.483643,مسولیت
-51.616814,16.41175,تمیز
25.51529,25.68991,کنن
-54.40236,13.644102,موها
18.076134,34.58956,متاسفم
20.810999,33.1383,بابت
-2.368731,12.946138,ابن
15.488477,31.71559,رفتار
20.611351,32.02611,مرسی
42.707092,-13.139057,گیتار
-39.403336,14.655978,خوشکل
-33.134834,-29.972794,ساختیه
5.177068,22.431313,مبتدی
-0.22609092,-40.14072,طنین
48.800133,19.878345,دل
-44.766075,18.85041,میشینه
-41.922886,18.24774,ظاهرش
-40.109047,15.983903,خوشکله
-10.458872,34.812397,مادرم
-35.72921,38.200222,فشار
-43.664337,4.462875,خون
-20.61172,45.854,وقتا
10.399016,48.452168,میداد
-13.665443,43.071365,بردمش
-23.929686,-7.6827083,بیمارستان
0.3144536,52.281162,دستگاه
-53.376896,9.67713,پزشک
30.718863,37.158886,مقایسه
-41.1491,13.61432,دقیقا
12.416875,33.74247,همونو
-12.395594,53.22799,دقیق
34.347942,25.222443,بخرید
-13.306275,44.83544,بهم
-10.801831,34.102325,کادو
28.273521,-21.19059,دادنش
-27.506283,21.330145,منحصر
-14.776489,13.030703,فرده
30.060724,31.997068,کلاس
-1.6969126,-19.026005,جیبت
-34.149937,35.10433,درش
6.784891,31.185825,میاری
-19.70723,21.383923,چشمه
-18.452572,28.058023,بینظیر
-42.04617,36.82788,کارواش
-24.17291,29.805649,سرویس
-41.911446,37.85886,کولر
29.572569,-41.625366,اسپلیت
-41.593414,38.515102,موتور
-14.7600355,24.101418,پرقدرت
2.096328,45.050636,۱۵۰
34.21504,25.211649,بگیرید
1.6355386,41.92428,۱۴۰
29.380388,37.861267,تفاوت
-35.245724,35.134644,گیر
-37.33868,23.128258,وزن
-9.417297,-23.532425,مدا
-32.203724,1.0329318,زغالی
-35.151035,22.330915,وزنش
31.996239,37.84084,بیشتره
-44.633404,35.230694,قدرتش
-10.051367,49.809414,زمان
-33.465824,20.553772,درکل
5.6141567,38.333843,درسته
-10.9579315,43.757034,فردا
4.587766,44.650425,گرونتر
-19.445093,-32.606197,مخلوطش
-51.833153,16.588251,خاک
1.8352981,-6.0353327,برگی
-43.189568,8.48701,مرده
29.384943,28.35089,منو
-19.959862,22.511045,زنده
-6.4670453,0.91752124,پیشنهادش
-54.99165,13.625993,چرب
31.96833,38.923843,تره
11.907041,41.765118,نمیکنم
46.00123,32.094322,لب
-50.86029,14.370571,خشکه
-44.810112,-12.24237,سینره
-0.41400823,-29.459782,ادر
23.584158,41.53095,موارد
-8.428542,-7.170102,ستفاده
-54.197906,12.442165,سرم
-55.287567,13.443509,کرم
-49.649754,11.041891,ضد
-34.59839,-19.985447,الودگی
-43.31768,33.07995,هوای
20.77369,43.877766,ان
-6.5164022,40.00188,هفته
-34.879887,35.41027,داخل
-20.174503,31.744707,بنظرم
-22.310616,19.215378,بهبود
